canal,nome video,data,contagem
GB ϟ LAB," Baco Exu do Blues ""Disgraça do ano"" part. Bril e Bk (Nectar gang)",2020-11-09 02:33:22.947,2
Sain Ktt," Sain - ""Notas"" part. Bril [Videoclipe Oficial]",2020-11-09 02:29:46.755,2
Akira Presidente, Akira Presidente - Melhoria Gang (Prod. El Lif Beatz),2020-11-09 02:22:40.867,2
TvCostaGold," SessãoDeRimaFernalBeat's: Predella (CostaGold), Maori & Bigu (Zarastruta) - ""Babylon Dreams""",2020-11-09 02:22:04.085,2
MOB79 - Topic, Atleta do Ano (Remix),2020-11-09 02:14:42.415,2
Lucas Fleezus, Fleezus ft. Febem - UEFA (Prod. Li-O),2020-11-09 02:11:31.864,2
Ceia Ent., Febem | BOLT Prod. CESRV,2020-11-09 02:07:59.126,2
Ceia Ent., 3. FEBEM - RUA,2020-11-09 02:04:53.336,2
Ceia Ent., 6. FEBEM - ESSE É MEU ESTILO ft AKIRA e BK,2020-11-09 02:00:38.770,2
Froid," Froid part. Santzu - "" Autoestima em Dó "" (prod. Santzu)",2020-11-09 01:57:20.411,2
Bagua Records, Xamã - Catuaba Hit [ Video Oficial ],2020-11-09 01:53:34.310,2
Black Alien, 02.Black Alien - Carta pra Amy,2020-11-09 01:53:06.749,2
Hot e Oreia, 4. Hot e Oreia - Presença,2020-11-09 01:51:59.128,2
Hot e Oreia, 2. Hot e Oreia - Domingo,2020-11-09 01:51:52.589,2
Hot e Oreia, 6. Hot e Oreia part. Black Alien - Papaia,2020-11-09 01:49:41.125,2
Hot e Oreia, 3. Hot e Oreia - Saiu o Sol,2020-11-09 01:46:52.159,2
DV TRIBO, DVERSOS II: DV x SOMBRA x MATÉRIA PRIMA x FROID x VINIÇÃO x CACHORRO MAGRO,2020-11-09 01:45:27.052,2
DV TRIBO," DV - GERAÇÃO ELEVADA part. SÍNTESE, VINIÇÃO E SANT",2020-11-09 01:40:15.315,2
Rap Box, Djonga | Clara Lima | FBC | Hot & Oreia - Diáspora - DV Tribo [Ep.109],2020-11-09 01:33:24.813,2
Hot e Oreia, 2. Hot e Oreia part. Djonga - Eu Vou,2020-11-09 01:28:49.241,2
DV TRIBO, DV - KICHUTE,2020-11-09 01:25:11.746,2
DV TRIBO, DV - HINO,2020-11-09 01:20:15.032,2
Além da Loucura ADL, ADL - Primeiro de Abril (Prod. Dj Caique),2020-11-09 01:15:22.722,2
BK', BK' - Universo | O Líder em Movimento,2020-11-09 01:11:01.076,2
Pirâmide Perdida Records," Luccas Carlos (Prod. JXNVS) – Akira, Nectar Gang e Luccas Carlos",2020-11-09 01:10:38.592,2
Pirâmide Perdida - Topic, Dispiei,2020-11-09 01:06:56.571,2
Nectar Gang, Nectar Gang - Avanço,2020-11-09 01:06:48.252,2
Nectar Gang," Nectar Gang - "" Medusa "" part. Qualy (Prod. Gori Beatzz)",2020-11-09 01:01:46.831,2
FBC, FBC - Superstar (Videoclipe Oficial) Dir. @ratoaladofilmes,2020-11-09 00:58:51.945,2
FBC, FBC - Não Duvide ft. Lord (Videoclipe Oficial),2020-11-09 00:55:08.070,2
Djonga, 3 . Djonga - UFA pt. Sidoka & Sant,2020-11-09 00:49:13.287,2
Djonga, 5. Djonga - Gelo pt. NGC Borges & FBC,2020-11-09 00:45:07.227,2
Djonga, 1. Djonga - O Cara de Óculos pt. Bia Nogueira,2020-11-09 00:44:59.230,2
Djonga, 6. Djonga - Hoje Não,2020-11-09 00:41:19.558,2
Devasto Prod, Devastoprod - O céu é o limite part Rincon / Bk / Rael / Emicida / Djonga / Mano Brown,2020-11-09 00:39:23.850,2
Pearl Jam, Black (Live) - MTV Unplugged - Pearl Jam,2020-11-09 00:39:05.042,2
Coruja BC1, 04.Coruja BC1 - Gu$tavo$ (Feat. Djonga),2020-11-09 00:31:01.868,2
Froid, 01 - Ninguém Morre Me Devendo rs (Diss) - Froid x Santzu | Prod. Froid,2020-11-09 00:26:54.086,2
Froid, O Homem Não Para Nunca vol.01 | Froid x Santzu,2020-11-09 00:26:45.605,2
Froid, 02 - Vem Tranquilo - Froid x Santzu ft. Chris | Prod. Santzu x Froid,2020-11-09 00:26:40.539,2
Santzu, Santzu & Froid - GÊNESIS 🔪🔧,2020-11-09 00:26:28.908,2
Froid, Froid - Best Friend  (VideoClipOficial),2020-11-09 00:24:49.605,2
Gorillaz, Gorillaz - Feel Good Inc. (Official Video),2020-11-09 00:20:34.367,2
systemofadownVEVO, System Of A Down - Aerials (Official Video),2020-11-09 00:16:33.094,2
3030 Oficial, 3030 - Febre da Mudança (part. Emicida) (Clipe Oficial),2020-11-09 00:12:06.352,2
Alaska," Froid, Yung Buda, Chris - DIOR",2020-11-09 00:08:36.732,2
Alaska, Froid - Kyoto,2020-11-09 00:05:01.106,2
Tudubom Records, Filipe Ret - Revel (CD Completo),2020-11-08 23:56:08.314,2
Tudubom Records, Filipe Ret - Vivaz (CD Completo),2020-11-08 23:55:51.217,2
Froid, Debate Sobre a Erva - Froid part. Qualy e Medulla,2020-11-08 23:50:23.778,2
Rap Box, Froid part. Cynthia Luz  - Bicho de 7 Cabeças/A Culpa é das Igrejas [Ep. 123 ] [ Prod. Leo Casa 1 ],2020-11-08 23:44:45.508,2
Rap Box," Orgânico #3 - ""Novo Jazz"" - Froid [ Prod. Leo Casa 1 ]",2020-11-08 23:44:30.352,2
Tierry Oficial, Tierry - RITA - DVD Acertou Na Mosca,2020-11-08 23:30:58.413,2
adsense, a video that has been removed,2020-11-07 22:29:44.607,2
DJ Nelsinho, FUNK LIGHT 2020 - AS MELHORES (sem palavrão) PARTE 1,2020-11-07 22:29:42.632,2
PL SHEIK," SÓ PITBULL DE RAÇA, OS FAIXA TA PRESENTE, TRAJADO DE LACOSTE OU A CAMISA DO FLAMENGO - MC DUKENNY",2020-11-07 22:26:32.948,2
RENNANDAPENHAVEVO," Rennan da Penha, MC 2jhow - Talarica (Ao Vivo)",2020-11-07 22:23:43.988,2
Atentado Napalm," The Cypher Respect Vol. 2 - Atentado Napalm, Coruja BC1, Rincon Sapiência, Xamã, Sant, Rashid",2020-11-07 20:33:35.169,2
Rap Box, Froid | Rod | Dalsin | SpVic - Veredicto [Rap Box Ep. 100] Prod. Leo Casa 1,2020-11-07 20:28:39.626,2
Um Barril de Rap, Froid part Menestrel Mandala - Lamentável (prod. MLima),2020-11-07 20:28:26.799,2
Um Barril de Rap, Froid - Pseudosocial (prod.Froid),2020-11-07 20:25:55.686,2
Froid - Topic, Pseudosocial,2020-11-07 20:23:09.965,2
Alaska, Froid - Kyoto,2020-11-07 20:22:44.061,2
foofightersVEVO, Foo Fighters - Best Of You (Official Music Video),2020-11-07 20:20:40.832,2
O Rappa," O Rappa - Anjos ""Pra Quem Tem Fé""  (Webclipe) #novosomdorappa",2020-11-07 20:17:36.407,2
O Rappa, O Rappa - Auto-Reverse (Clipe Oficial),2020-11-07 20:12:07.158,2
Grupo Menos é Mais, Grupo Menos é Mais e Grupo Pixote - Desliga e vem/Telegrama/Me apaixonei pela Pessoa Errada,2020-11-07 20:11:50.806,2
3030 Oficial, 3030 - Febre da Mudança (part. Emicida) (Clipe Oficial),2020-11-07 20:07:30.527,2
adsense, https://www.youtube.com/watch?v=i9MVINxgaCk,2020-11-07 20:05:44.557,2
systemofadownVEVO, System Of A Down - Chop Suey! (Official Video),2020-11-07 20:05:12.719,2
systemofadownVEVO, System Of A Down - Toxicity (Official Video),2020-11-07 20:01:20.158,2
NirvanaVEVO," Nirvana - The Man Who Sold The World (Live On MTV Unplugged, 1993 / Rehearsal)",2020-11-07 20:01:05.840,2
Legião Urbana - Topic, Quase Sem Querer,2020-11-07 19:59:54.607,2
RenatoRussoALenda, Ainda é Cedo - Legião Urbana,2020-11-07 19:55:52.433,2
Samba Tá na Mídia, MULHER SOLTEIRA (( PAGODE DO HENRICO )),2020-11-07 19:55:09.983,2
RenatoRussoALenda, Índios - Legião Urbana,2020-11-07 19:43:47.843,2
3030 Oficial, 3030 - Atemporal [ prod. LK ] (part. Froid e Rodrigo Cartier) (Clipe Oficial),2020-11-07 19:36:56.379,2
PrimeiraMente, PrimeiraMente - Quebrando Tabu | Prod. TH,2020-11-07 19:32:12.431,2
PrimeiraMente, PrimeiraMente - Expansão da Consciência [Prod.TH],2020-11-07 19:27:57.643,2
adsense, https://www.youtube.com/watch?v=7F-ueQfSbX4,2020-11-07 19:27:50.736,2
DonLMusic, 03. Don L - Aquela Fé (feat. Nego Gallo),2020-11-07 19:21:59.808,2
O MUNDO AO NORTE," Onni, Angola, Guizo & Sant - Ponto de Força pd. Asiri [Vídeo Oficial]",2020-11-07 19:17:04.932,2
FBC, 08. FBC - $ENHOR ft. L7NNON & BK',2020-11-07 19:16:50.780,2
FBC, 3 . FBC - Rap Acústico,2020-11-07 19:16:23.310,2
BK', BK' - Universo | O Líder em Movimento,2020-11-07 19:07:16.683,2
PARALAX, ABU - FOTOCÓPIA - Visual EP Completo,2020-11-07 19:06:41.203,2
Descomplicando Bancos, Mercado Crédito: Como Funciona? Vale a Pena? É Bom? Saiba Tudo sobre o Mercado Crédito Como Usar!,2021-07-19 20:05:33.358,2
Um Eterno Aluno Aprendiz, Sacando o Limite do Mercado Crédito ou Cartão pelo Mercado Pago,2021-07-19 19:41:50.214,2
Ideris, Como Funciona o Mercado Crédito do Mercado Pago?,2021-07-19 19:33:13.188,2
Joe Importações e Tutoriais, Mercado Crédito agora você pode sacar seu limite de crédito disponivel💰,2021-07-19 19:28:41.267,2
Programação Dinâmica, Introdução a AutoML com PyCaret | Machine Learning Automatizado | Mãos à Obra Cientista de Dados #06,2021-07-19 16:28:07.089,2
Cortes Podpah [OFICIAL], EMICIDA VS RASHID,2021-07-19 16:08:10.330,2
Cortes Podpah [OFICIAL], EMICIDA E MC GUIMÊ,2021-07-19 16:01:55.085,2
POD CORTES CAST, EMICIDA FALA DOS SHOWS COM O MANO BROWN- cortes do podcast podpah,2021-07-19 15:53:41.583,2
Cortes Podpah [OFICIAL], EMICIDA CURTE A NOVA GERAÇÃO DE RAPPERS?,2021-07-19 15:45:22.938,2
Puxando Rodo, PLASTISOL É VIDA! Estampando camisetas de anime com SERIGRAFIA - Kabuto Studio,2021-07-19 15:03:44.095,2
DoisT Oficial, Facada Eleitoral 2 - DoisT x Febem x Gog x Lord ADL x Rodrigo Ogi Prod. RVL$,2021-07-19 14:40:17.426,2
artis maquinas ruiz maquinas, MÁQUINA CÔNSUL  NÃO ENTRA ÁGUA Não ENCHAGÚA  Não LAVA,2021-07-19 11:14:57.478,2
Edilson Luiz de Oliveira, Como consertar maquina de lavar q não enche! (Consul Facilite 10 K),2021-07-19 11:14:01.384,2
Stack, 10 Cases de Sucesso de Data Science na Indústria,2021-07-17 10:58:19.903,2
Tais Targa, Como me preparar para um case no processo seletivo,2021-07-17 10:49:10.036,2
Hashtag Programação, Como Instalar o PyCharm no Windows - Utilizando a Versão Gratuita do PyCharm,2021-07-17 09:29:21.155,2
Emicida, Emicida - Principia - Ao Vivo part. Pastor Henrique Vieira #AmarEloAoVivo,2021-07-16 18:37:25.597,2
Seja Um Data Scientist, O Dia a Dia de um Cientista de Dados dentro da Empresa.,2021-07-16 16:09:27.140,2
Meteoro Brasil, O QUE FOI O MENSALÃO,2021-07-16 11:30:10.317,2
Meteoro Brasil, VOCÊ SABE COM QUEM ESTÁ FALANDO?,2021-07-16 11:29:26.423,2
Jerry Strazzeri, O que REALMENTE Faz um Cientista de Dados?,2021-07-16 00:56:00.023,2
Part.B Moda Essencial, Camisetas Básicas Part.B,2021-07-15 21:46:10.595,2
Emicida, Emicida - Ismália - Ao Vivo part. Fernanda Montenegro #AmarEloAoVivo,2021-07-15 20:38:49.297,2
Meteoro Brasil, EMANUELA MEDRADES NA CPI: OUTRO RESUMO,2021-07-15 20:20:29.053,2
Stack, Analista de Dados ou Cientista de Dados? Qual devo me tornar?,2021-07-15 15:34:01.085,2
Seja Um Data Scientist, Qual A Diferença Entre o Data Analyst e o Data Scientist??,2021-07-15 15:30:25.961,2
Walisson Silva, #01 - Introdução à Biblioteca Numpy | Data Science com Python,2021-07-14 10:43:55.684,2
Mario Filho, Aula #2 - Resolva o Titanic Como um Campeão do Kaggle,2021-07-14 09:11:03.311,2
Mario Filho, Aula #1 - Resolva o Titanic Como um Campeão do Kaggle,2021-07-13 23:46:00.427,2
Seja Um Data Scientist, Qual A Diferença Entre o Data Analyst e o Data Scientist??,2021-07-13 23:39:17.551,2
Seja Um Data Scientist," Qual Profissão de Dados, Eu DEVO SEGUIR?",2021-07-13 23:39:08.387,2
Seja Um Data Scientist, Episódio 01: Qual a importância de portfólio de projetos para Ciência de Dados?,2021-07-13 23:37:04.139,2
Seja Um Data Scientist," O QUE EU FARIA, SE TIVESSE QUE COMEÇAR DATA SCIENCE HOJE.",2021-07-13 23:36:37.582,2
Seja Um Data Scientist, Qual a diferença entre Analista de Negócio x Analista de BI e Analista de Dados?,2021-07-13 22:55:37.991,2
Meteoro Brasil, DALAI LAMA & COMPUTAÇÃO QUÂNTICA feat Jorge Luis Borges,2021-07-13 20:39:25.066,2
Rael, Rael - Ainda bem que eu segui as batidas do meu coração (Álbum completo),2021-07-13 20:34:35.246,2
Emicida, Emicida - Doozicabraba e a Revolução Silenciosa (CD completo),2021-07-13 20:15:15.169,2
Rap Mafia, Gangsta Rap Radio 24/7 🔴 Underground Rap & Hip Hop Live Music (Rap Mafia Radio),2021-07-13 20:14:54.700,2
Lukaz Matthew, Rádio Trap BR 24/7 🔴 Os Melhores Lançamentos do Trap Nacional (Underground & Mainstream),2021-07-13 20:14:45.390,2
Melotown, 89.9FM Old School Hip-Hop Radio,2021-07-13 20:14:28.686,2
Flavio Muniz, Aplicativo para Ganhar Dinheiro na Internet Todo Dia 💲 R$300,2021-07-12 22:22:23.175,2
Meteoro Brasil, ADVOGADO DA FAMÍLIA BOLSONARO AMEAÇA JORNALISTA,2021-07-12 21:24:27.795,2
Meteoro Brasil, GOLPE PROTEGERIA CORRUPÇÃO FARDADA,2021-07-12 21:14:02.435,2
Seja Um Data Scientist, Qual a diferença entre Analista de Negócio x Analista de BI e Analista de Dados?,2021-07-12 20:32:42.433,2
Ferretto Matemática, REGRA DE TRÊS SIMPLES: Grandezas Proporcionais | Matemática Básica - Aula 26,2021-07-12 19:21:15.440,2
Grego, o que TODO analista de dados júnior deveria saber,2021-07-12 19:19:40.097,2
Programação Dinâmica, O que um CIENTISTA DE DADOS JUNIOR precisa saber? Cientista de Dados Responde,2021-07-12 19:17:03.348,2
Otávio Miranda, Expressões regulares em Python - Parte 1,2021-07-12 18:11:15.207,2
Melotown, 89.9FM Old School Hip-Hop Radio,2021-07-12 18:10:11.013,2
Melotown, 89.9FM Old School Hip-Hop Radio,2021-07-11 18:51:09.917,2
Emicida, Emicida - Emicidio (CD completo),2021-07-11 18:48:04.858,2
Emicida," Emicida - Pra quem já mordeu um cachorro por comida, até que eu cheguei longe (CD completo)",2021-07-11 12:58:29.271,2
Nicola Armellin, 90's Underground Hip Hop - Rare Tracks,2021-07-11 12:58:22.790,2
Lofi Girl, lofi hip hop radio - beats to relax/study to,2021-07-11 12:09:23.485,2
Cursos Kane Chan, Variáveis do tipo Floats em Python,2021-07-10 10:55:18.251,2
Hackers Realm, 79 - CamelCase | Hackerrank Solution | Problem Solving | Python,2021-07-08 20:51:45.107,2
HewyPy, Convert Strings to CamelCase | Python | Codewars,2021-07-08 20:28:15.258,2
Sharpax," Aula 04 - O que é CamelCase, e quando utilizar?",2021-07-08 20:25:31.670,2
eXcript, Curso de Python - Aula 57 - Fatiando Strings - eXcript,2021-07-08 20:14:59.208,2
Academia Hopper, Funções de Strings em Python,2021-07-08 19:55:10.535,2
Neri Neitzke, aula 5812 python   metodos para String Capitalize Center Count EndsWith,2021-07-08 19:49:15.213,2
Matheus Battisti - Hora de Codar, Como utilizar o for em Python 3,2021-07-08 19:45:57.368,2
Meteoro Brasil, REGINA CÉLIA NA CPI: UM RESUMO,2021-07-08 17:42:55.597,2
Meteoro Brasil, PRISÃO DE (suposto) PROPINEIRO NA CPI: UM RESUMO,2021-07-08 17:16:44.549,2
Meteoro Brasil, PASSAPANISTAS JUSTIFICAM CORRUPÇÃO DE BOLSONARO,2021-07-08 17:05:43.567,2
nk music, NK Music x Sweeps - Motives and Thoughts [Full LoFi BeatTape],2021-07-07 23:15:07.399,2
nk music, NK Music x Milkz - Aquarius EP [Full LoFi BeatTape],2021-07-07 23:04:43.649,2
nk music," [FREE] J. Cole x Isaiah Rashad x Kendrick Lamar Lofi Type Beat | ""Sao""",2021-07-07 22:57:47.192,2
nk music," [FREE] J. Cole x Isaiah Rashad x Kendrick Lamar Type Beat | ""Triton""",2021-07-07 22:51:37.016,2
XavierX Beatz," Guitar Sample Boom Bap Beat | ""LA CANTINA"" | Boom Bap Triste Instrumental Uso Libre |",2021-07-07 22:47:17.606,2
v1battle, Moskvin vs Nick Brown. Beatmaking Battle Final. V1 Festival 2019,2021-07-07 22:46:36.716,2
Prod. by Chris Carr, [FREE] 70s Soul Sample Trap Type Beat 2020,2021-07-07 22:43:59.651,2
LIVELOVEASAPVEVO, A$AP Rocky - Praise The Lord (Da Shine) (Official Video) ft. Skepta,2021-07-07 22:42:19.940,2
21SavageVEVO, 21 Savage - a lot (Official Video) ft. J. Cole,2021-07-07 22:35:47.132,2
ChildishGambinoVEVO, Childish Gambino - Feels Like Summer,2021-07-07 22:35:28.666,2
chilli music," Calm Place - Lofi hip hop mix ~ Stress Relief, Relaxing Music",2021-07-07 22:34:59.891,2
Otávio Miranda," Split, Join e Enumerate em Python - Aula 13",2021-07-07 04:14:46.612,2
DevPleno, Dicas utilizando o split em strings,2021-07-06 20:13:04.700,2
Curso em Vídeo, Curso Python #09 - Manipulando Texto,2021-07-06 20:00:27.078,2
Código Fonte TV, Testamos Nossa Paciência Reagindo a Vagas para Programação Jr,2021-07-06 19:19:37.438,2
Curso em Vídeo," Exercício Python #006 - Dobro, Triplo, Raiz Quadrada",2021-07-06 19:18:25.887,2
Curso em Vídeo, Exercício Python #005 - Antecessor e Sucessor,2021-07-06 17:36:14.095,2
Curso em Vídeo, Exercício Python #004 - Dissecando uma Variável,2021-07-06 17:05:13.230,2
Curso em Vídeo, Exercício Python #002 - Respondendo ao Usuário,2021-07-06 17:05:02.987,2
Curso em Vídeo, Exercício Python #001 - Deixando tudo pronto,2021-07-06 17:02:24.835,2
Curso em Vídeo, Exercício Python #030 - Par ou Ímpar?,2021-07-06 16:59:22.099,2
Curso em Vídeo, Exercício Python #030 - Par ou Ímpar?,2021-07-05 18:26:43.503,2
Papo de Dev, Novo Read Me do Github - Aprenda a fazer o seu,2021-07-05 15:42:50.065,2
Héber Simeoni, Como TRATAR A IMAGEM | Tutorial Photoshop,2021-07-05 12:57:54.915,2
Alura Cursos Online, GitHub sem linhas de comando: Github Desktop,2021-07-05 11:52:36.959,2
Sarah Beatriz, Sarah Beatriz - Amigo Espírito Santo (COVER),2021-07-04 23:52:28.340,2
Sarah Beatriz, Sarah Beatriz - Simplesmente Sobrenatural (COVER),2021-07-04 23:48:15.271,2
Sarah Beatriz, Sarah Beatriz - Autor da Vida (COVER),2021-07-04 23:43:37.319,2
Sarah Beatriz, Sarah Beatriz - É Tudo Sobre Você (Cover Morada),2021-07-04 23:38:26.037,2
Space Trailers, CALMARIA | Trailer (2018) Legendado HD,2021-07-04 23:34:48.693,2
adsense, Champions League | HBO Max | Assine já,2021-07-02 23:37:07.041,2
Salve Salve Família, ESSA ANIMAÇÃO É DIGNA DE UM OSCAR,2021-07-02 23:25:39.000,2
adsense, A GUERRA DO AMANHÃ | Amazon Prime Video,2021-07-02 23:25:15.106,2
Ilha de Barbados, O MACHISTA MASCARADO DE ESQUERDO MACHO com Maurício Meireles,2021-07-02 23:20:59.298,2
Meteoro Brasil, LÁZARO BARBOSA ENTRE A FICÇÃO E REALIDADE,2021-07-02 23:03:46.020,2
Canal Nostalgia, E SE HITLER TIVESSE VENCIDO A 2ª GUERRA? Nostalgia Animado,2021-07-02 22:50:53.451,2
LeoSantanaVEVO," Léo Santana, Thiaguinho - Pretinho Tipo A",2021-07-02 02:37:33.060,2
Lofi Girl, lofi hip hop radio - beats to relax/study to,2021-07-01 22:06:46.726,2
adsense, A GUERRA DO AMANHÃ | Amazon Prime Video,2021-07-01 22:01:40.822,2
Meteoro Brasil, LIVE: CPI DA COVID OUVE DENUNCIANTE DO ESQUEMA QUE EXIGIA UM DÓLAR DE PROPINA POR DOSE DE VACINA,2021-07-01 18:46:00.755,2
Meteoro Brasil, CARLOS WIZARD NA CPI: UM RESUMO,2021-07-01 18:29:30.481,2
SUPERLEITURAS, 4 Segredos Para Te Transformar Numa Potência (Faça Isso Sozinho) | Filosofia de Vida,2021-07-01 18:29:17.560,2
adsense, A HBO Max chegou | Assine já,2021-07-01 18:23:52.191,2
Pânico Jovem Pan, BOLSONARO LEVOU UM BAILE DOS FAMOSOS COM SUPERPEDIDO DE IMPEACHMENT? MORGADO ANALISA,2021-07-01 18:22:55.586,2
Fala Sério, Soluções GENIAIS De Design Para Casa,2021-07-01 18:02:04.133,2
Meteoro Brasil, A CHINA E OS UIGURES,2021-07-01 17:46:25.343,2
Meteoro Brasil, O NEONAZISMO NO BRASIL,2021-07-01 17:32:20.563,2
adsense, DISNEY + | Oferta Especial até 7 de Julho,2021-07-01 17:30:37.070,2
Oldilla," ""Lacoste Austrália"" Beat de Funk Consciente 2021",2021-07-01 17:30:32.014,2
DJ Tião - Topic, Fuga,2021-07-01 17:30:23.499,2
Dj Zala, FREE 'VIOLA' BASE DE FUNK CONSCIENTE  / TRAP FUNK / 2021 PROD DJ ZALA,2021-07-01 17:29:57.625,2
Oldilla," ""Made in Brazil"" Beat de Funk x Type beat  2021",2021-07-01 17:29:01.811,2
Balance Cooper," (FREE) A$AP ROCKY X KID CUDI TYPE BEAT ""PINKY RINGS""",2021-07-01 17:27:34.415,2
Lord Oficial, Mlk Feroz -  Lord l Nochica l Black l Mv Bill ( Prod.Yan Souza ),2021-07-01 17:24:31.527,2
DoisT Oficial, Facada Eleitoral - DoisT I Fabio Brazza I Nego Max I Mc Jhony I Rapadura (Prod.RVL$),2021-07-01 17:24:26.637,2
KidCudi’s#1, DAMN. (Full Album),2021-07-01 17:23:22.456,2
Froid, O Homem Não Para Nunca vol.01 | Froid x Santzu,2021-07-01 17:22:17.059,2
Froid, 05 - Tô Cansado - Froid x Santzu | Prod. Froid,2021-07-01 17:22:08.781,2
ConeCrewDiretoria - Topic, Calma na Alma,2021-07-01 17:21:19.133,2
Various Artists - Topic, Ainda Há Tempo,2021-07-01 17:16:12.273,2
BAILÃO, MC Lan e Djonga - 5 Minutos de Merda (DJ G Beats),2021-07-01 17:15:18.356,2
Nectar Gang," Nectar Gang - "" Medusa "" part. Qualy (Prod. Gori Beatzz)",2021-07-01 17:10:21.188,2
Atentado Napalm, Atentado Napalm - Tokyo (LR Beats) (Vídeo Clipe),2021-07-01 17:10:14.818,2
Um Barril de Rap, Um Barril De Rap pt Atentado Napalm - Eram Os Deuses Astronautas? (prod.Froid),2021-07-01 17:05:19.116,2
Um Barril de Rap, Froid - Pseudosocial (prod.Froid),2021-07-01 17:01:52.614,2
Nocivo Shomon," R.U.A  ( Desordem) Nocivo Shomon, Gigante No Mic, Xamã - Prod. Matilha Music",2021-07-01 17:00:26.031,2
DonLMusic," Don L - Morra Bem, Viva Rápido",2021-07-01 16:55:54.495,2
Alaska, Froid - Kyoto,2021-07-01 16:52:28.582,2
Rap Box, Froid part. Cynthia Luz  - Bicho de 7 Cabeças/A Culpa é das Igrejas [Ep. 123 ] [ Prod. Leo Casa 1 ],2021-07-01 16:47:17.467,2
Fkj, Fkj & Masego - Tadow,2021-07-01 16:47:06.005,2
RnB Traduções, Daniel Caesar - Best Part (feat. H.E.R) [LEGENDA/TRADUÇÃO],2021-07-01 16:46:52.797,2
Daft Punk, Daft Punk - Something About Us (Official Video),2021-07-01 16:43:11.153,2
fosterthepeopleVEVO, Foster The People - Imagination (Official Audio),2021-07-01 16:42:55.702,2
tameimpalaVEVO, Tame Impala - The Less I Know the Better (Official Audio),2021-07-01 16:42:39.663,2
ChildishGambinoVEVO, Childish Gambino - Redbone (Official Audio),2021-07-01 16:38:19.680,2
ChildishGambinoVEVO, Childish Gambino - Feels Like Summer,2021-07-01 16:33:45.873,2
EPIK BEATS," 1 Hour Of Beats [FREE] kendrick lamar, j cole, jid, kenny mason, smino type beats 2021",2021-07-01 16:31:59.111,2
Su Alves, COMO CONSEGUIR CRÉDITO NO NUBANK,2021-07-01 14:43:40.657,2
Joselito Macedo, COMO AUMENTAR O LIMITE DO NUBANK EM 2021 - FÓRMULA INFALÍVEL - PASSO A PASSO,2021-07-01 14:41:55.505,2
Luis Rafael Oficial," LIMITE DO CARTÃO DE CRÉDITO NUBANK 0,00 ? ? ? ENTENDA COMO FUNCIONA !",2021-07-01 14:39:36.304,2
• Podcast Cortes • [LEGENDADO], JAMIE FOXX FALA SOBRE TRABALHAR COM QUENTIN TARANTINO | LEGENDADO,2021-07-01 14:38:35.785,2
• Podcast Cortes • [LEGENDADO], JOHNNY DEPP EXPLICA PORQUE NÃO ASSISTE AOS SEUS FILMES | LEGENDADO,2021-07-01 14:38:29.902,2
Vamos Analisar, Gráfico de Dois Eixos no Tableau com Ligia Galvão,2021-07-01 12:21:28.943,2
Vamos Analisar, Formas Personalizadas no Tableau,2021-07-01 12:09:46.830,2
Vamos Analisar, Longitude e Latitude no Tableau,2021-07-01 11:38:55.345,2
Vamos Analisar, Dica de ferramenta no Tableau com Ligia Galvão,2021-07-01 10:55:04.343,2
Geração Analítica, Curso Tableau com Certificado | Download e Preparação de dados #01,2021-07-01 10:50:46.641,2
Flow Podcast Cortes ✔︎, RAEL NO PODPAH FALA MANDA A FITA PRA NOVA GERAÇÃO DO RAP E FUNK | CORTES PODPAH,2021-07-01 00:25:03.302,2
O Primo Rico, MELHOR APLICATIVO DE DELIVERY PARA PEQUENOS NEGÓCIOS? | Primo Startups,2021-07-01 00:24:39.606,2
Netflix Brasil, Awake | Trailer oficial | Netflix,2021-07-01 00:22:13.373,2
Netflix España, Xtremo | Tráiler Oficial | Netflix,2021-07-01 00:21:57.567,2
Einzelgänger, How to Stop Taking Things So Personally,2021-06-30 19:21:48.711,2
Samhu," Free Sad Type Beat - ""Back Stab"" | Rap Instrumental 2020 |",2021-06-30 15:17:29.370,2
